StationID,Facility,URL,Phone,Office Div,Location 1,Address,Lat,Lon
1007,1007 USS Tranquillity ,http://www.lovell.fhcc.va.gov/locations/USS_Tranquillity.asp,847-688-6755 Or 847-688-6755,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2430 Illinois Street
Great Lakes, IL 60088
(42.29417406100049, -87.85011648599965)","2430 Illinois Street
Great Lakes, IL 60088
",42.294174061,-87.850116486
1523,1523 USS Red Rover ,http://www.lovell.fhcc.va.gov/locations/USSRedRover.asp,847-688-5568 Or 847-688-5568,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1020 11th Ave
Great Lakes, IL 60088-3012
(42.30965252600049, -87.84958598599968)","1020 11th Ave
Great Lakes, IL 60088-3012
",42.309652526,-87.849585986
237,237 Fisher Clinic ,http://www.lovell.fhcc.va.gov/locations/FisherMedicalDentalClinic.asp,847-688-6712 Or 847-688-6712,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2410 Sampson Street
Great Lakes, IL 60088
(42.31597716900046, -87.83959813499968)","2410 Sampson Street
Great Lakes, IL 60088
",42.315977169,-87.839598135
537BY,"Adam Benjamin, Jr. OPC ",http://www.chicago.va.gov/locations/Adam_Benjamin_Jr.asp,219-662-5000,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"9301 Madison Street
Crown Point, IN 46307
(41.4491009780005, -87.34058036899967)","9301 Madison Street
Crown Point, IN 46307
",41.449100978,-87.340580369
695BY,Appleton Clinic (John H. Bradley) ,http://www.milwaukee.va.gov/locations/Appleton.asp,920-831-0070,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"10 Tri-Park Way
Appleton, WI 54914
(44.280329063000465, -88.45273105299964)","10 Tri-Park Way
Appleton, WI 54914
",44.280329063,-88.452731053
537HA,Auburn Gresham (Chicago) Clinic ,http://www.chicago.va.gov/locations/Auburn_Gresham.asp,773-962-3700,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"7731 Halsted St
Chicago, IL 60620
(41.753320810000446, -87.64409039499964)","7731 Halsted St
Chicago, IL 60620
",41.75332081,-87.644090395
578GD,Aurora Clinic ,http://www.hines.va.gov/locations/aurora.asp,630-859-2504,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"161 Lincolnway
North Aurora, IL 60542
(41.79961029700047, -88.32510080099968)","161 Lincolnway
North Aurora, IL 60542
",41.799610297,-88.325100801
607GD,Baraboo Clinic ,http://www.madison.va.gov/locations/baraboo.asp,608-356-9318,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1670 South Blvd
Baraboo, WI 53913
(43.46001276800047, -89.77542894499965)","1670 South Blvd
Baraboo, WI 53913
",43.460012768,-89.775428945
607GE,Beaver Dam Clinic ,http://www.madison.va.gov/locations/BeaverDam.asp,920-356-9415,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"215 Corporate Drive
Beaver Dam, WI 53916
(43.47997828400048, -88.81156036799968)","215 Corporate Drive
Beaver Dam, WI 53916
",43.479978284,-88.811560368
537GA,Chicago Heights Clinic ,http://www.chicago.va.gov/locations/Chicago_Heights.asp,708-754-8880,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"30 15th Street
Chicago Heights, IL 60411
(41.50423961900049, -87.64211183999964)","30 15th Street
Chicago Heights, IL 60411
",41.504239619,-87.64211184
676GE,Clark County Outpatient Clinic ,http://www.tomah.va.gov/locations/ClarkCounty.asp,715-229-4701,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"8 Johnson Street
Owen, WI 54460
(44.945904286000484, -90.54792078199966)","8 Johnson Street
Owen, WI 54460
",44.945904286,-90.547920782
695GC,Cleveland Clinic ,http://www.milwaukee.va.gov/locations/Cleveland.asp,920-693-5600,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1205 North Avenue
Cleveland, WI 53015
(43.92107311800049, -87.78164870999967)","1205 North Avenue
Cleveland, WI 53015
",43.921073118,-87.78164871
1231,Elgin Clinic ,http://www.hines.va.gov/locations/elgin.asp,847-742-5920,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"450 Dundee Rd
Elgin, IL 60123
(42.039461333000474, -88.30961795699966)","450 Dundee Rd
Elgin, IL 60123
",42.039461333,-88.309617957
556GA,Evanston Clinic ,http://www.lovell.fhcc.va.gov/locations/Evanston_Community_Based_Outpatient_Clinic.asp,847-869-6315,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1942 Dempster Street
Evanston, IL 60202
(42.041096353000455, -87.69969395599969)","1942 Dempster Street
Evanston, IL 60202
",42.041096353,-87.699693956
607GF,Freeport Clinic ,http://www.madison.va.gov/locations/freeport.asp,815-235-4881,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1301 Kiwanis Dr
Freeport, IL 61032
(42.28537913100047, -89.66995030199968)","1301 Kiwanis Dr
Freeport, IL 61032
",42.285379131,-89.669950302
695GD,Green Bay Clinic (Milo C. Huempfner) ,http://www.milwaukee.va.gov/locations/Green_Bay.asp,920-431-2500,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2851 University Avenue
Green Bay, WI 54303
(44.51908423500049, -87.94246489699964)","2851 University Avenue
Green Bay, WI 54303
",44.519084235,-87.942464897
585GA,Hancock Clinic ,http://www.ironmountain.va.gov/locations/hancock.asp,906-482-7762,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"787 Market Street
Hancock, MI 49930-1495
(47.13122130700049, -88.59190383099968)","787 Market Street
Hancock, MI 49930-1495
",47.131221307,-88.591903831
585GD,Ironwood Clinic ,http://www.ironmountain.va.gov/locations/Ironwood.asp,906-932-0032,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"629 Cloverland Dr
Ironwood, MI 49938
(46.46333913000046, -90.18295963199967)","629 Cloverland Dr
Ironwood, MI 49938
",46.46333913,-90.182959632
607GC,Janesville Clinic ,http://www.madison.va.gov/locations/janesville.asp,608-758-9300,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2419 Morse Street
Janesville, WI 53545
(42.722219733000486, -88.99349999399965)","2419 Morse Street
Janesville, WI 53545
",42.722219733,-88.993499994
578GA,Joliet Clinic ,http://www.hines.va.gov/locations/joliet.asp,815-740-8100,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1201 Eagle St
Joliet, IL 60432
(41.53521884300045, -88.05290647399966)","1201 Eagle St
Joliet, IL 60432
",41.535218843,-88.052906474
1111,Kankakee Clinic ,http://www.hines.va.gov/locations/kankakee.asp,815-932-3823,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"581 William Latham Drive
Bourbonnais, IL 60914-2435
(41.162625783000465, -87.87987634099966)","581 William Latham Drive
Bourbonnais, IL 60914-2435
",41.162625783,-87.879876341
556GD,Kenosha Clinic ,http://www.lovell.fhcc.va.gov/locations/Kenosha_Community_Based_Outpatient_Clinic.asp,262-653-9286,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"8207 22nd Avenue
Kenosha, WI 53140
(42.55552201600045, -87.83505762099969)","8207 22nd Avenue
Kenosha, WI 53140
",42.555522016,-87.835057621
537a,Lakeside Clinic ,http://www.chicago.va.gov/locations/Lakeside.asp,312-469-4850,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"211 Ontario St
Chicago, IL 60611
(41.89334225500045, -87.62237022199969)","211 Ontario St
Chicago, IL 60611
",41.893342255,-87.622370222
2970,LaSalle Clinic ,http://www.hines.va.gov/locations/LaSalle.asp,815-223-9678,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"4461 Progress Blvd
Peru, IL 61354
(41.358459896000454, -89.12207653999968)","4461 Progress Blvd
Peru, IL 61354
",41.358459896,-89.12207654
585,Manistique Outreach Clinic ,http://www.ironmountain.va.gov/locations/Manistique.asp,906-341-3420,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"813 Lakeshore Drive
Manistique, MI 49854
(45.95253904000049, -86.25312847599969)","813 Lakeshore Drive
Manistique, MI 49854
",45.95253904,-86.253128476
585HA,Marquette Clinic ,http://www.ironmountain.va.gov/locations/Marquette.asp,906-226-4618,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1414 Fair Ave
Marquette, MI 49855
(46.55677927500045, -87.41713109599965)","1414 Fair Ave
Marquette, MI 49855
",46.556779275,-87.417131096
556GC,McHenry Clinic ,http://www.lovell.fhcc.va.gov/locations/McHenry_Community_Based_Outpatient_Clinic.asp,815-759-2306,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"620 Route 31
McHenry, IL 60050
(42.3207394150005, -88.27438108699965)","620 Route 31
McHenry, IL 60050
",42.320739415,-88.274381087
585GC,Menominee Clinic ,http://www.ironmountain.va.gov/visitors/Menominee.asp,906-863-1286,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1110 10th Avenue
Menominee, MI 49858
(45.10783842900048, -87.61665173899968)","1110 10th Avenue
Menominee, MI 49858
",45.107838429,-87.616651739
578GG,Oak Lawn Clinic ,http://www.hines.va.gov/locations/OakLawn.asp,708-499-3675,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"10201 Cicero
Oak Lawn, IL 60453
(41.7117306020005, -87.74926866699968)","10201 Cicero
Oak Lawn, IL 60453
",41.711730602,-87.749268667
237,OHMD Occupational Health Medicine Department ,http://www.lovell.fhcc.va.gov/locations/FisherMedicalDentalClinic.asp,847-688-6712,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2410 Sampson Street
Great Lakes, IL 60088
(42.31597716900046, -87.83959813499968)","2410 Sampson Street
Great Lakes, IL 60088
",42.315977169,-87.839598135
585GB,Rhinelander Clinic ,http://www.ironmountain.va.gov/locations/Rhinelander.asp,715-362-4080,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"639 Kemp Street
Rhinelander, WI 54501
(45.63210954300047, -89.43092084599965)","639 Kemp Street
Rhinelander, WI 54501
",45.632109543,-89.430920846
676GC,River Valley Clinic ,http://www.tomah.va.gov/locations/LaCrosse.asp,608-784-3886,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2600 State Road
La Crosse, WI 54601-3200
(43.79518937600045, -91.21669004599966)","2600 State Road
La Crosse, WI 54601-3200
",43.795189376,-91.216690046
607HA,Rockford Clinic ,http://www.madison.va.gov/locations/rockford.asp,815-227-0081,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"816 Featherstone Road
Rockford, IL 61107
(42.277669209000464, -88.99706002899967)","816 Featherstone Road
Rockford, IL 61107
",42.277669209,-88.997060029
585HB,Sault Ste. Marie Clinic ,http://www.ironmountain.va.gov/locations/SaultSteMarie.asp,906-253-9383,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"509 Osborn Blvd
Sault Ste Marie, MI 49783
(46.49804779900046, -84.34944665899968)","509 Osborn Blvd
Sault Ste Marie, MI 49783
",46.498047799,-84.349446659
695GA,Union Grove Clinic ,http://www.milwaukee.va.gov/locations/Union_Grove.asp,262-878-7000,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"21425 Spring Street
Union Grove, WI 53182
(42.69859453200047, -88.08237318499965)","21425 Spring Street
Union Grove, WI 53182
",42.698594532,-88.082373185
556GE,USS Osborne Dental Clinic ,http://www.va.gov/directory/guide/facility.asp?id=6224&r=1,847-688-2100,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"3440 Ohio Street
Great Lakes, IL 60088
(42.29575057800048, -87.84742843699968)","3440 Ohio Street
Great Lakes, IL 60088
",42.295750578,-87.847428437
676GA,Wausau Clinic ,http://www.tomah.va.gov/locations/Wausau.asp,715-842-2834,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"515 32nd Avenue
Wausau, WI 54401
(44.958338926000465, -89.67602052599966)","515 32nd Avenue
Wausau, WI 54401
",44.958338926,-89.676020526
676GD,Wisconsin Rapids Clinic ,http://www.tomah.va.gov/locations/WisconsinRapids.asp,715-424-4682,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"555 Grand Ave
Wisconsin Rapids, WI 54495
(44.394259831000454, -89.83000001899967)","555 Grand Ave
Wisconsin Rapids, WI 54495
",44.394259831,-89.830000019
607AA,Madison Central Clinic ,http://www.va.gov/directory/guide/facility.asp?id=6273&r=1,888-856-9039 X 17059,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"2500 Overlook Terrace
Madison, WI 53705
(43.07514587300045, -89.43103255099965)","2500 Overlook Terrace
Madison, WI 53705
",43.075145873,-89.431032551
607AB,Madison West Annex Clinic ,http://www.va.gov/directory/guide/facility.asp?id=6274&r=1,608-284-6360 X 16360 Or 888-856-9039 X 16360,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1 Science Court
Madison, WI 53711
(43.05945938400049, -89.46851060199964)","1 Science Court
Madison, WI 53711
",43.059459384,-89.468510602
676,VA River Valley Integrated Health Center ,http://www.tomah.va.gov/locations/LaCrosse.asp,608-787-6411,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1525 Losey Blvd
LaCrosse, WI 54601
(43.79535991400047, -91.21989108699967)","1525 Losey Blvd
LaCrosse, WI 54601
",43.795359914,-91.219891087
0407V,Chicago Heights Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5045&r=1,708-754-8885 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1010 Dixie Hwy
Chicago Heights, IL 60411
(41.51253648900047, -87.64449446799966)","1010 Dixie Hwy
Chicago Heights, IL 60411
",41.512536489,-87.644494468
0410V,Chicago Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5046&r=1,773-962-3740 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"7731 Halsted Street
Chicago, IL 60620-2412
(41.753320810000446, -87.64409039499964)","7731 Halsted Street
Chicago, IL 60620-2412
",41.75332081,-87.644090395
0436V,DuPage County Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5938&r=1,630-585-1853 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"750 Shoreline Drive
Aurora, IL 60504
(41.744120987000485, -88.22804059999964)","750 Shoreline Drive
Aurora, IL 60504
",41.744120987,-88.2280406
0434V,Escanaba Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5508&r=1,906-233-0244,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"3500 Ludington Street
Escanaba, MI 49829
(45.74577016900048, -87.09796570499964)","3500 Ludington Street
Escanaba, MI 49829
",45.745770169,-87.097965705
0420V,Evanston Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5048&r=1,847-332-1019 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"565 Howard St
Evanston, IL 60202
(42.01944867900045, -87.67773735799966)","565 Howard St
Evanston, IL 60202
",42.019448679,-87.677737358
0412V,Gary Area Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5478&r=1,219-736-5633 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"107 93rd Ave
Crown Point, IN 46307
(41.44928737900045, -87.33712415199966)","107 93rd Ave
Crown Point, IN 46307
",41.449287379,-87.337124152
0441V,Green Bay Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5906&r=1,920-435-5650 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1600 Ashland Ave
Green Bay, WI 54304
(44.50008890100048, -88.03905015799967)","1600 Ashland Ave
Green Bay, WI 54304
",44.500088901,-88.039050158
0442V,La Crosse Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5991&r=1,608-782-4403 Or 608-782-4403,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"20 Copeland Ave
La Crosse, WI 54603
(43.82149944000048, -91.2491406209997)","20 Copeland Ave
La Crosse, WI 54603
",43.82149944,-91.249140621
0419V,Madison Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5479&r=1,608-264-5342 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"706 Williamson Street
Madison, WI 53703
(43.0772195130005, -89.37295067199966)","706 Williamson Street
Madison, WI 53703
",43.077219513,-89.372950672
0415V,Milwaukee Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=580&r=1,414-434-1311 Or 414-434-1311,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"7910 76th Street
Milwaukee, WI 53223
(43.161559669000496, -88.00464070199968)","7910 76th Street
Milwaukee, WI 53223
",43.161559669,-88.004640702
0411V,Oak Park Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5047&r=1,708-383-3225 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"1515 Harlem
Forest Park, IL 60130
(41.85901045300045, -87.80398109699968)","1515 Harlem
Forest Park, IL 60130
",41.859010453,-87.803981097
0435V,Orland Park Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5939&r=1,708-444-0561 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"8651 159th Street
Orland Park, IL 60462
(41.60174036800049, -87.82947073599968)","8651 159th Street
Orland Park, IL 60462
",41.601740368,-87.829470736
0447V,Rockford Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=5484&r=1,815-395-1276 Or 877-927-8387,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"7015 Rote Road
Rockford, IL 61107
(42.29042084100047, -88.97825174699966)","7015 Rote Road
Rockford, IL 61107
",42.290420841,-88.978251747
444,South Bend Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=6172&r=1,574-231-8480 Or 877-927-9397,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"4727 Miami Street
South Bend, IN 46614
(41.62622060700045, -86.23478106499965)","4727 Miami Street
South Bend, IN 46614
",41.626220607,-86.234781065
4421,Wausau Vet Center ,http://www.va.gov/directory/guide/facility.asp?id=6177&r=1,715-842-1724 Or 715-842-1724,Veterans Health Administration: VISN 12: VA Great Lakes Health Care System,"605 24th Ave
Wausau, WI 54401
(44.957689039000456, -89.66510034499964)","605 24th Ave
Wausau, WI 54401
",44.957689039,-89.665100345
10N15,VISN 15: VA Heartland Network ,http://www.visn15.med.va.gov/,816-701-3000,Veterans Health Administration: VISN 15: VA Heartland Network,"1201 Walnut St
Kansas City, MO 64106
(39.09980281000048, -94.58204028499966)","1201 Walnut St
Kansas City, MO 64106
",39.09980281,-94.582040285
657,VA St. Louis Health Care System ,http://www.stlouis.va.gov/,314-652-4100,Veterans Health Administration: VISN 15: VA Heartland Network,"1 Jefferson Barracks Drive
Saint Louis, MO 63125
(38.50924978900048, -90.28945521699967)","1 Jefferson Barracks Drive
Saint Louis, MO 63125
",38.509249789,-90.289455217
589A4,Harry S. Truman Memorial ,http://www.columbiamo.va.gov/,573-814-6000 Or 573-814-6000,Veterans Health Administration: VISN 15: VA Heartland Network,"800 Hospital Drive
Columbia, MO 65201-5297
(38.93759637500045, -92.32848741999965)","800 Hospital Drive
Columbia, MO 65201-5297
",38.937596375,-92.32848742
657A4,John J. Pershing VA Medical Center ,http://www.poplarbluff.va.gov/,573-686-4151 Or 573-686-4151,Veterans Health Administration: VISN 15: VA Heartland Network,"1500 Westwood Blvd
Poplar Bluff, MO 63901
(36.771639621000475, -90.41808458899965)","1500 Westwood Blvd
Poplar Bluff, MO 63901
",36.771639621,-90.418084589
589,Kansas City VA Medical Center ,http://www.kansascity.va.gov/,816-861-4700,Veterans Health Administration: VISN 15: VA Heartland Network,"4801 Linwood Boulevard
Kansas City, MO 64128
(39.06725031300044, -94.52875329899967)","4801 Linwood Boulevard
Kansas City, MO 64128
",39.067250313,-94.528753299
657A5,Marion VA Medical Center ,http://www.marion.va.gov/,618-997-5311 Or 618-997-5311,Veterans Health Administration: VISN 15: VA Heartland Network,"2401 Main Street
Marion, IL 62959
(37.729748430000484, -88.95601713599967)","2401 Main Street
Marion, IL 62959
",37.72974843,-88.956017136
589A7,Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center ,http://www.wichita.va.gov/,316-685-2221 Or 316-685-2221,Veterans Health Administration: VISN 15: VA Heartland Network,"5500 Kellogg
Wichita, KS 67218
(37.66919397100048, -97.28037714199968)","5500 Kellogg
Wichita, KS 67218
",37.669193971,-97.280377142
589A5,VA Eastern Kansas Health Care System - Colmery-O'Neil VA Medical Center ,http://www.topeka.va.gov/,785-350-3111 Or 785-350-3111,Veterans Health Administration: VISN 15: VA Heartland Network,"2200 Gage Boulevard
Topeka, KS 66622
(39.02732103000045, -95.72490862299969)","2200 Gage Boulevard
Topeka, KS 66622
",39.02732103,-95.724908623
589A6,VA Eastern Kansas Health Care System - Dwight D. Eisenhower VA Medical Center ,http://www.leavenworth.va.gov/,913-682-2000 Or 913-682-2000,Veterans Health Administration: VISN 15: VA Heartland Network,"4101 4th Street
Leavenworth, KS 66048-5055
(39.277130514000476, -94.8997405719997)","4101 4th Street
Leavenworth, KS 66048-5055
",39.277130514,-94.899740572
657A0,VA St. Louis Health Care System - Jefferson Barracks Division ,http://www.stlouis.va.gov/,314-652-4100,Veterans Health Administration: VISN 15: VA Heartland Network,"1 Jefferson Barracks Drive
Saint Louis, MO 63125
(38.50924978900048, -90.28945521699967)","1 Jefferson Barracks Drive
Saint Louis, MO 63125
",38.509249789,-90.289455217
657,VA St. Louis Health Care System - John Cochran Division ,http://www.stlouis.va.gov/,314-652-4100,Veterans Health Administration: VISN 15: VA Heartland Network,"915 Grand Blvd
Saint Louis, MO 63106
(38.641487494000444, -90.22987449099969)","915 Grand Blvd
Saint Louis, MO 63106
",38.641487494,-90.229874491
657J,Evansville Health Care Center ,http://www.marion.va.gov/about/Evansville_Outpatient_Clinic.asp,812-465-6202,Veterans Health Administration: VISN 15: VA Heartland Network,"6211 Waterford Blvd
Evansville, IN 47715
(37.98580125100045, -87.47595941799966)","6211 Waterford Blvd
Evansville, IN 47715
",37.985801251,-87.475959418
589,Johnson Count VA Clinic ,http://www.va.gov/directory/guide/facility.asp?id=6113&r=1,816-922-2750,Veterans Health Administration: VISN 15: VA Heartland Network,"10500 Mastin St
Overland Park, KS 66212
(38.938220069000465, -94.70223015399966)","10500 Mastin St
Overland Park, KS 66212
",38.938220069,-94.702230154
657GA,Belleville Clinic ,http://www.stlouis.va.gov/locations/Belleville_IL_CBOC.asp,314-286-6988 X 55320,Veterans Health Administration: VISN 15: VA Heartland Network,"6500 Main St
Belleville, IL 62223
(38.554280734000486, -90.04031114099968)","6500 Main St
Belleville, IL 62223
",38.554280734,-90.040311141
589GB,Belton CBOC ,http://www.kansascity.va.gov/locations/Belton_CBOC.asp,816-922-2161,Veterans Health Administration: VISN 15: VA Heartland Network,"17140 Bel-Ray Pl
Belton, MO 64012
(38.81259702400047, -94.49955819399969)","17140 Bel-Ray Pl
Belton, MO 64012
",38.812597024,-94.499558194
589GZ,Cameron Clinic ,http://www.kansascity.va.gov/locations/Cameron_CBOC.asp,816-922-2500 X 54251,Veterans Health Administration: VISN 15: VA Heartland Network,"1111 Euclid Dr
Cameron, MO 64429
(39.735475341000495, -94.25179191899969)","1111 Euclid Dr
Cameron, MO 64429
",39.735475341,-94.251791919
657A4,Cape Girardeau CBOC ,http://www.poplarbluff.va.gov/locations/CapeGirardeau.asp,573-339-0909,Veterans Health Administration: VISN 15: VA Heartland Network,"3051 Williams St
Cape Girardeau, MO 63701
(37.32901045500046, -89.55807707599968)","3051 Williams St
Cape Girardeau, MO 63701
",37.329010455,-89.558077076
657GT,Carbondale Community Based Outpatient Clinic ,http://www.marion.va.gov/locations/carbondale.asp,618-351-1031,Veterans Health Administration: VISN 15: VA Heartland Network,"1130 Walnut Street
Carbondale, IL 62901
(37.72698091500047, -89.19640577499968)","1130 Walnut Street
Carbondale, IL 62901
",37.726980915,-89.196405775
589GM,Chanute - Neosho Memorial Medical Center ,http://www.topeka.va.gov/locations/Chanute_Community_Based_Outpatient_Clinic.asp,800-574-8387 X 54453,Veterans Health Administration: VISN 15: VA Heartland Network,"629 Plummer
Chanute, KS 66720
(37.66983268700045, -95.45879876099968)","629 Plummer
Chanute, KS 66720
",37.669832687,-95.458798761
657GM,Effingham Community Based Outpatient Clinic ,http://www.marion.va.gov/locations/effingham.asp,217-347-7600,Veterans Health Administration: VISN 15: VA Heartland Network,"1901 4th St
Effingham, IL 62401
(39.105004720000466, -88.54224914899964)","1901 4th St
Effingham, IL 62401
",39.10500472,-88.542249149
589GN,Emporia CBOC ,http://www.topeka.va.gov/locations/Emporia_Community_Based_Outpatient_Clinic.asp,800-574-8387 X 54453,Veterans Health Administration: VISN 15: VA Heartland Network,"919 12th Avenue
Emporia, KS 66801
(38.41228188600047, -96.19197024499965)","919 12th Avenue
Emporia, KS 66801
",38.412281886,-96.191970245
589JB,Excelsior Springs MO CBOC ,http://www.kansascity.va.gov/locations/Excelsior_Springs_CBOC.asp,816-922-2970 Or 816-861-4700 X 52970,Veterans Health Administration: VISN 15: VA Heartland Network,"197 McCleary Rd
Excelsior Springs, MO 64024
(39.34207475800048, -94.2630688809997)","197 McCleary Rd
Excelsior Springs, MO 64024
",39.342074758,-94.263068881
657GI,Farmington CBOC ,http://www.poplarbluff.va.gov/locations/farmington.asp,573-760-1365,Veterans Health Administration: VISN 15: VA Heartland Network,"1580 Columbia St
Farmington, MO 63640
(37.77312085800048, -90.44154047399968)","1580 Columbia St
Farmington, MO 63640
",37.773120858,-90.441540474
589gf,Fort Leonard Wood CBOC ,http://www.columbiamo.va.gov/locations/Fort_Leonard_Wood.asp,573-774-2285,Veterans Health Administration: VISN 15: VA Heartland Network,"700 GW Lane Street
Waynesville, MO 65583
(37.80946743700048, -92.21524510999967)","700 GW Lane Street
Waynesville, MO 65583
",37.809467437,-92.21524511
589GV,Ft Scott CBOC ,http://www.topeka.va.gov/locations/Ft_Scott_Community_Based_Outpatient_Clinic.asp,800-574-8387 X 54750,Veterans Health Administration: VISN 15: VA Heartland Network,"902 Horton Street
Ft Scott, KS 66701
(37.829631090000476, -94.7136100949997)","902 Horton Street
Ft Scott, KS 66701
",37.82963109,-94.713610095
589G2,Ft. Dodge Clinic ,http://www.wichita.va.gov/locations/FortDodge.asp,888-878-6881 X 41040,Veterans Health Administration: VISN 15: VA Heartland Network,"300 Custer
Ft Dodge, KS 67801
(37.7569717720005, -100.02118923099965)","300 Custer
Ft Dodge, KS 67801
",37.756971772,-100.021189231
589GP,Garnett - Anderson County Hospital ,http://www.topeka.va.gov/locations/Garnett_Community_Based_Outpatient_Clinic.asp,800-574-8387 X 54453,Veterans Health Administration: VISN 15: VA Heartland Network,"421 Maple
Garnett, KS 66032
(38.280992470000456, -95.2624870679997)","421 Maple
Garnett, KS 66032
",38.28099247,-95.262487068
657GO,Hanson Community Based Outpatient Clinic ,http://www.marion.va.gov/locations/hanson.asp,270-322-8019,Veterans Health Administration: VISN 15: VA Heartland Network,"926 Veterans Drive
Hanson, KY 42413
(37.41546667300048, -87.46549495399967)","926 Veterans Drive
Hanson, KY 42413
",37.415466673,-87.465494954
657GU,Harrisburg Community Based Outpatient Clinic ,http://www.marion.va.gov/locations/harrisburg.asp,618-252-6150,Veterans Health Administration: VISN 15: VA Heartland Network,"608 Rollie Moore Drive
Harrisburg, IL 62946
(37.722033583000496, -88.54506945999964)","608 Rollie Moore Drive
Harrisburg, IL 62946
",37.722033583,-88.54506946
589A7,Hays Clinic ,http://www.wichita.va.gov/locations/Hays.asp,888-878-6881 X 41000,Veterans Health Administration: VISN 15: VA Heartland Network,"207-B Seventh
Hays, KS 67601
(38.856463731000474, -99.29330898999967)","207-B Seventh
Hays, KS 67601
",38.856463731,-99.29330899
